sample,anode,state,slab,x_um,phi_ni,phi_ysz,phi_ni_conn
medium_pre,medium,pristine,7,3.6615,0.25717995864717175,0.38680505095259193,0.24678481760448973
medium_pre,medium,pristine,8,4.1497,0.3017523260965884,0.3577798700339684,0.2902975188303057
medium_pre,medium,pristine,9,4.637899999999999,0.29592851868261705,0.3601150494757052,0.2873729877418402
medium_pre,medium,pristine,10,5.1261,0.25231538915965146,0.3777041795894255,0.24436346182247823
medium_pre,medium,pristine,11,5.6143,0.21469147836360952,0.400742061733865,0.2055041352828238
medium_pre,medium,pristine,12,6.1025,0.22455028799291094,0.39825343376163047,0.2158111800324915
medium_pre,medium,pristine,13,6.5907,0.26181819524442473,0.3866795894254911,0.2521958351794417
medium_pre,medium,pristine,14,7.0789,0.2632049180327869,0.41091928814059964,0.25633318564466107
medium_pre,medium,pristine,15,7.5671,0.2579895879486043,0.42099667700487375,0.2516910352975927
medium_pre,medium,pristine,16,8.0553,0.27174398168660463,0.4129516319598287,0.2666293014325801
medium_pre,medium,pristine,17,8.5435,0.2619432875498449,0.42190843302318715,0.2554647762516615
medium_pre,medium,pristine,18,9.0317,0.2201611283414562,0.435079456505686,0.2099870772411756
medium_pre,medium,pristine,19,9.5199,0.2045652045488111,0.43715278393147244,0.1944673608034264
medium_pre,medium,pristine,20,10.0081,0.2200732535814503,0.43111290798995716,0.2098394624132329
medium_pre,medium,pristine,21,10.4963,0.25709850834441,0.3874677300251071,0.24294232757347511
medium_pre,medium,pristine,22,10.9845,0.2825302761778172,0.3569637424309555,0.27171946536700636
medium_pre,medium,pristine,23,11.472700000000001,0.2918259488997194,0.3622531383842859,0.2844712745532418
medium_pre,medium,pristine,24,11.960899999999999,0.28915389159651456,0.3750011815093782,0.2803875350760597
medium_pre,medium,pristine,25,12.4491,0.26979966031605374,0.35661379412199085,0.2612185053906365
medium_pre,medium,pristine,26,12.937299999999999,0.27656306306306305,0.2822580859548073,0.2718060109289617
medium_pre,medium,pristine,27,13.4255,0.30938842120809334,0.24613823659725298,0.30153293457391817
medium_pre,medium,pristine,28,13.9137,0.33439617486338796,0.2526317382956727,0.3242373356963521
medium_pre,medium,pristine,29,14.4019,0.3048881996750849,0.2978422684980062,0.2972178407916113
medium_pre,medium,pristine,30,14.8901,0.2638235120366268,0.34070033968394625,0.25607598582188745
medium_pre,medium,pristine,31,15.3783,0.26538531974597546,0.34655759858218876,0.25708137645842566
medium_pre,medium,pristine,32,15.8665,0.28831930290946683,0.3453514251956875,0.27896315167626645
medium_pre,medium,pristine,33,16.3547,0.27966024220942254,0.36479892187269236,0.27488258750553834
medium_pre,medium,pristine,34,16.8429,0.24892209422537293,0.398457096440703,0.24542682026288584
medium_pre,medium,pristine,35,17.3311,0.22588554127898391,0.41762354157436127,0.22122995126273814
medium_pre,medium,pristine,36,17.8193,0.21766777433170875,0.4230688967656181,0.2135820410574509
medium_pre,medium,pristine,37,18.3075,0.21265256239846403,0.4218040909762221,0.2079274848619111
medium_pre,medium,pristine,38,18.7957,0.23015647614827942,0.40527772854822036,0.21817826022744055
medium_pre,medium,pristine,39,19.283900000000003,0.23624169251218433,0.38807450893516465,0.229337911682174
